EMPRESA (SIGLA),MÊS,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIÃO),ORDER
GLO,5,SP,NORDESTE,54560
GLO,5,SP,NORTE,14766
GLO,5,SP,CENTRO-OESTE,87210
GLO,5,SP,SUL,11744
GLO,5,SP,SUDESTE,48209
GLO,5,SP,CENTRO-OESTE,42629
GLO,5,SP,SUL,20142
GLO,5,SP,SUL,33028
GLO,5,SP,CENTRO-OESTE,1330
GLO,5,SP,CENTRO-OESTE,43890
GLO,5,SP,NORTE,29667
GLO,5,SP,SUL,24505
GLO,5,SP,SUL,49440
GLO,5,SP,NORDESTE,222965
GLO,5,SP,SUDESTE,26623
GLO,5,SP,CENTRO-OESTE,43686
GLO,5,SP,SUDESTE,0
GLO,5,SP,NORDESTE,34608
GLO,5,SP,NORDESTE,21384
GLO,5,SP,NORDESTE,63510
GLO,5,SP,NORDESTE,52920
GLO,5,SP,SUL,565
GLO,5,SP,SUL,14690
GLO,5,SP,NORDESTE,124800
GLO,5,SP,SUL,441
GLO,5,SP,SUL,22050
GLO,5,SP,SUL,83136
GLO,5,SP,NORDESTE,47208
GLO,5,SP,NORDESTE,3288
GLO,5,SP,NORDESTE,63568
GLO,5,SP,NORDESTE,203797
GLO,5,SP,SUDESTE,30870
GLO,5,SP,NORDESTE,149240
GLO,5,SP,NORDESTE,130680
GLO,5,SP,NORDESTE,12480
GLO,5,SP,NORDESTE,28938
GLO,5,SP,SUDESTE,40095
GLO,5,BA,SUDESTE,34608
GLO,5,CE,SUDESTE,21384
GLO,5,PB,CENTRO-OESTE,10278
GLO,5,PB,SUDESTE,43010
GLO,5,PB,SUDESTE,2190
GLO,5,PB,SUDESTE,61320
GLO,5,CE,SUDESTE,54880
GLO,5,SP,CENTRO-OESTE,15162
GLO,5,SP,SUDESTE,83
GLO,5,SP,SUDESTE,2035
GLO,5,SP,NORDESTE,7290
GLO,5,PA,CENTRO-OESTE,15275
GLO,5,PR,SUDESTE,935
GLO,5,PR,SUDESTE,565
GLO,5,PR,SUDESTE,15820
GLO,5,AL,CENTRO-OESTE,1493
GLO,5,AL,CENTRO-OESTE,10451
GLO,5,AL,SUDESTE,1678
GLO,5,AL,SUDESTE,41950
GLO,5,AL,SUDESTE,126720
GLO,5,AL,NORDESTE,1404
GLO,5,AP,NORTE,9541
GLO,5,AP,CENTRO-OESTE,1804
GLO,5,AP,CENTRO-OESTE,9020
GLO,5,SC,SUDESTE,937
GLO,5,SC,SUDESTE,708
GLO,5,SC,SUDESTE,8496
GLO,5,SC,SUDESTE,441
GLO,5,SC,SUDESTE,22932
GLO,5,SC,SUDESTE,2484
GLO,5,RS,CENTRO-OESTE,38520
GLO,5,RS,SUDESTE,2244
GLO,5,RS,SUDESTE,84002
GLO,5,RS,SUDESTE,874
GLO,5,RS,SUDESTE,40320
GLO,5,RS,SUDESTE,1676
GLO,5,RS,SUDESTE,46090
GLO,5,TO,CENTRO-OESTE,16794
GLO,5,PE,SUDESTE,45522
GLO,5,BA,SUDESTE,627
GLO,5,BA,SUDESTE,3288
GLO,5,BA,SUDESTE,63568
GLO,5,BA,SUDESTE,6744
GLO,5,RO,CENTRO-OESTE,30544
GLO,5,AC,CENTRO-OESTE,38488
GLO,5,AC,NORTE,10064
GLO,5,AC,NORTE,1152
GLO,5,PE,CENTRO-OESTE,4962
GLO,5,PE,CENTRO-OESTE,54582
GLO,5,PE,NORDESTE,17019
GLO,5,PE,NORDESTE,18183
GLO,5,PE,SUDESTE,68783
GLO,5,PE,SUDESTE,205898
GLO,5,PE,NORDESTE,109
GLO,5,PE,SUDESTE,70257
GLO,5,PE,NORDESTE,12331
GLO,5,RJ,CENTRO-OESTE,928
GLO,5,RJ,CENTRO-OESTE,71456
GLO,5,RJ,SUDESTE,1500
GLO,5,RJ,SUL,3380
GLO,5,RJ,SUL,3028
GLO,5,RJ,SUDESTE,30870
GLO,5,RJ,SUDESTE,2035
GLO,5,RJ,SUL,40320
GLO,5,RJ,SUDESTE,732
GLO,5,RJ,SUDESTE,60756
GLO,5,RJ,NORDESTE,37944
GLO,5,RJ,SUDESTE,7942
GLO,5,RN,CENTRO-OESTE,3542
GLO,5,RN,CENTRO-OESTE,12397
GLO,5,RN,SUDESTE,1800
GLO,5,RN,SUDESTE,47725
GLO,5,RN,SUDESTE,149240
GLO,5,RN,NORDESTE,4290
GLO,5,MA,CENTRO-OESTE,39806
GLO,5,MA,SUDESTE,
GLO,5,MA,NORTE,1500
GLO,5,MA,NORDESTE,16175
GLO,5,MA,NORDESTE,5276
GLO,5,PA,NORTE,3550
GLO,5,PA,NORTE,589
GLO,5,PA,NORTE,11191
GLO,5,PA,NORTE,0
GLO,5,SP,CENTRO-OESTE,873
GLO,5,SP,CENTRO-OESTE,65475
GLO,5,SP,SUDESTE,524
GLO,5,SP,SUDESTE,11004
GLO,5,SP,SUL,331
GLO,5,SP,SUL,5627
GLO,5,SP,SUL,14640
GLO,5,SP,NORDESTE,7119
GLO,5,SP,SUDESTE,360
GLO,5,SP,CENTRO-OESTE,3288
GLO,5,SP,SUL,2484
GLO,5,SP,SUL,1676
GLO,5,SP,SUL,46928
GLO,5,SP,NORDESTE,6744
GLO,5,SP,NORDESTE,72386
GLO,5,SP,SUDESTE,366
GLO,5,SP,SUDESTE,60390
GLO,5,SP,SUDESTE,0
GLO,5,SP,NORDESTE,81400
GLO,5,BA,CENTRO-OESTE,60760
GLO,5,BA,SUDESTE,18221
GLO,5,BA,NORDESTE,23368
GLO,5,BA,SUDESTE,25578
GLO,5,BA,CENTRO-OESTE,4968
GLO,5,BA,SUDESTE,133584
GLO,5,BA,NORDESTE,739
GLO,5,BA,SUDESTE,7290
GLO,5,BA,NORDESTE,1404
GLO,5,BA,NORDESTE,12331
GLO,5,BA,SUDESTE,39168
GLO,5,BA,NORDESTE,4290
GLO,5,BA,NORDESTE,5276
GLO,5,BA,SUDESTE,81400
GLO,5,BA,SUDESTE,3376
GLO,5,PI,CENTRO-OESTE,33100
GLO,5,PI,SUDESTE,12480
GLO,5,BA,SUDESTE,28938
GLO,5,ES,SUDESTE,40824
GLO,5,ES,SUDESTE,7942
GLO,5,ES,NORDESTE,3376
GLO,5,,SUDESTE,2934
GLO,5,,SUDESTE,4568
GLO,5,,SUDESTE,1525
GLO,5,,,1557
GLO,5,,,15920
GLO,6, WASHINGTON,,72880
GLO,6, WASHINGTON,MG,
GLO,6,,SUDESTE,12996
GLO,6,SE,SUDESTE,27911
GLO,6,SE,SUDESTE,3410
GLO,6,SE,SUDESTE,76725
GLO,6,SE,SUDESTE,1711
GLO,6,PA,CENTRO-OESTE,41912
GLO,6,PA,NORTE,3897
GLO,6,PA,NORDESTE,1136
GLO,6,PA,NORDESTE,21584
GLO,6,PA,SUDESTE,44298
GLO,6,PA,NORTE,8883
GLO,6,PA,NORTE,10650
GLO,6,DF,NORTE,41912
GLO,6,DF,NORTE,55220
GLO,6,DF,SUDESTE,1182
GLO,6,DF,SUDESTE,9456
GLO,6,DF,NORTE,7756
GLO,6,DF,SUL,23804
GLO,6,DF,CENTRO-OESTE,877
GLO,6,DF,CENTRO-OESTE,877
GLO,6,DF,CENTRO-OESTE,22802
GLO,6,DF,NORTE,
GLO,6,DF,NORTE,35064
GLO,6,DF,SUL,17082
GLO,6,DF,NORDESTE,69372
GLO,6,DF,SUDESTE,914
GLO,6,DF,SUDESTE,1828
GLO,6,DF,SUDESTE,18280
GLO,6,DF,CENTRO-OESTE,163
GLO,6,DF,CENTRO-OESTE,326
GLO,6,DF,CENTRO-OESTE,3749
GLO,6,DF,SUDESTE,98325
GLO,6,DF,NORDESTE,37686
GLO,6,DF,SUDESTE,15162
GLO,6,DF,NORTE,14100
GLO,6,DF,NORDESTE,47776
GLO,6,DF,NORTE,30668
GLO,6,DF,SUL,36915
GLO,6,DF,NORTE,21770
GLO,6,DF,NORTE,36271
GLO,6,DF,NORTE,45280
GLO,6,DF,NORDESTE,74430
GLO,6,DF,SUDESTE,69600
GLO,6,DF,NORDESTE,3542
GLO,6,DF,NORDESTE,46046
GLO,6,DF,NORDESTE,41337
GLO,6,DF,SUDESTE,873
GLO,6,DF,SUDESTE,71586
GLO,6,DF,NORDESTE,68355
GLO,6,DF,NORDESTE,17212
GLO,6,RR,CENTRO-OESTE,55220
GLO,6,PR,SUDESTE,734
GLO,6,PR,SUDESTE,9542
GLO,6,MG,CENTRO-OESTE,591
GLO,6,MG,CENTRO-OESTE,9456
GLO,6,MG,SUDESTE,0
GLO,6,MG,SUDESTE,3620
GLO,6,MG,SUDESTE,994
GLO,6,MG,SUDESTE,52682
GLO,6,MG,SUDESTE,499
GLO,6,MG,SUL,2724
GLO,6,MG,NORDESTE,1198
GLO,6,MG,NORDESTE,627
GLO,6,MG,NORDESTE,1608
GLO,6,MG,SUDESTE,524
GLO,6,MG,SUDESTE,10480
GLO,6,MG,NORDESTE,19180
GLO,6,MG,SUDESTE,391
GLO,6,MS,SUDESTE,42629
GLO,6,MS,SUDESTE,3588
GLO,6,SC,SUDESTE,24618
GLO,6,PA,CENTRO-OESTE,7756
GLO,6,GO,SUDESTE,6057
GLO,6,PR,CENTRO-OESTE,21640
GLO,6,PR,SUDESTE,6057
GLO,6,PR,SUDESTE,38054
GLO,6,PR,SUDESTE,6620
GLO,6,RS,SUDESTE,794
GLO,6,RS,SUDESTE,1588
GLO,6,MT,CENTRO-OESTE,877
GLO,6,MT,CENTRO-OESTE,21925
GLO,6,MT,SUDESTE,1567
GLO,6,MT,SUDESTE,3134
GLO,6,MT,CENTRO-OESTE,745
GLO,6,MT,CENTRO-OESTE,745
GLO,6,MT,SUDESTE,31920
GLO,6,MT,SUDESTE,22610
GLO,6,AC,CENTRO-OESTE,
GLO,6,AC,NORTE,10064
GLO,6,AM,NORTE,3897
GLO,6,AM,CENTRO-OESTE,35064
GLO,6,AM,NORDESTE,100380
GLO,6,AM,SUDESTE,99789
GLO,6,AM,NORTE,4608
GLO,6,AM,NORTE,10602
GLO,6,PR,SUDESTE,16520
GLO,6,PR,SUDESTE,845
GLO,6,PR,SUDESTE,34645
GLO,6,SC,CENTRO-OESTE,15768
GLO,6,SC,SUDESTE,12144
GLO,6,SC,SUDESTE,52015
GLO,6,SC,SUDESTE,19032
GLO,6,PE,NORDESTE,1647
GLO,6,PE,NORDESTE,14823
GLO,6,CE,NORTE,1136
GLO,6,CE,NORTE,22720
GLO,6,CE,CENTRO-OESTE,72756
GLO,6,CE,NORTE,105160
GLO,6,CE,SUDESTE,97965
GLO,6,CE,SUDESTE,2347
GLO,6,CE,SUDESTE,253476
GLO,6,CE,SUL,3204
GLO,6,CE,NORDESTE,23199
GLO,6,CE,NORDESTE,11646
GLO,6,CE,SUDESTE,30849
GLO,6,CE,NORDESTE,33528
GLO,6,RJ,NORDESTE,26442
GLO,6,RJ,CENTRO-OESTE,2742
GLO,6,RJ,CENTRO-OESTE,16452
GLO,6,RJ,SUDESTE,362
GLO,6,RJ,SUDESTE,3982
GLO,6,RJ,SUL,6057
GLO,6,RJ,CENTRO-OESTE,1567
GLO,6,RJ,CENTRO-OESTE,1567
GLO,6,RJ,SUL,16520
GLO,6,RJ,SUL,12903
GLO,6,RJ,NORDESTE,104496
GLO,6,RJ,CENTRO-OESTE,928
GLO,6,RJ,CENTRO-OESTE,3712
GLO,6,RJ,SUDESTE,23590
GLO,6,RJ,NORDESTE,56695
GLO,6,RJ,NORDESTE,1678
GLO,6,RJ,NORDESTE,41950
GLO,6,RJ,SUL,708
GLO,6,RJ,SUL,12744
GLO,6,RJ,SUL,1122
GLO,6,RJ,SUL,19074
GLO,6,RJ,NORDESTE,104104
GLO,6,RJ,SUDESTE,14
GLO,6,RJ,NORDESTE,60175
GLO,6,RJ,SUDESTE,360
GLO,6,RJ,NORDESTE,30450
GLO,6,GO,CENTRO-OESTE,326
GLO,6,GO,CENTRO-OESTE,163
GLO,6,GO,CENTRO-OESTE,3749
GLO,6,GO,CENTRO-OESTE,745
GLO,6,GO,SUDESTE,1856
GLO,6,GO,SUDESTE,2784
GLO,6,GO,SUDESTE,809
GLO,6,GO,SUDESTE,809
GLO,6,GO,SUDESTE,42068
GLO,6,GO,SUDESTE,14796
GLO,6,GO,NORDESTE,21114
GLO,6,SP,NORDESTE,3410
GLO,6,SP,NORDESTE,78430
GLO,6,SP,NORTE,46759
GLO,6,SP,CENTRO-OESTE,855
GLO,6,SP,CENTRO-OESTE,100890
GLO,6,SP,SUL,734
GLO,6,SP,SUL,9542
GLO,6,SP,SUDESTE,994
GLO,6,SP,SUDESTE,53179
GLO,6,SP,CENTRO-OESTE,43536
GLO,6,SP,SUL,24618
GLO,6,SP,CENTRO-OESTE,6057
GLO,6,SP,SUL,38054
GLO,6,SP,SUL,1588
GLO,6,SP,CENTRO-OESTE,1330
GLO,6,SP,CENTRO-OESTE,33250
GLO,6,SP,CENTRO-OESTE,22610
GLO,6,SP,NORTE,99789
GLO,6,SP,SUL,35490
GLO,6,SP,SUL,52530
GLO,6,SP,NORDESTE,2347
GLO,6,SP,NORDESTE,255823
GLO,6,SP,SUDESTE,22579
GLO,6,SP,CENTRO-OESTE,809
GLO,6,SP,CENTRO-OESTE,42877
GLO,6,SP,SUDESTE,0
GLO,6,SP,NORDESTE,42024
GLO,6,SP,NORDESTE,26136
GLO,6,SP,NORDESTE,72270
GLO,6,SP,NORDESTE,64680
GLO,6,SP,NORDESTE,12738
GLO,6,SP,SUL,1904
GLO,6,SP,SUL,14125
GLO,6,SP,SUL,2825
GLO,6,SP,SUDESTE,3990
GLO,6,SP,NORDESTE,161280
GLO,6,SP,SUL,23814
GLO,6,SP,SUL,97858
GLO,6,SP,NORDESTE,55638
GLO,6,SP,NORDESTE,2192
GLO,6,SP,NORDESTE,61376
GLO,6,SP,NORDESTE,231110
GLO,6,SP,SUDESTE,29841
GLO,6,SP,NORDESTE,197456
GLO,6,SP,CENTRO-OESTE,6420
GLO,6,SP,NORDESTE,20979
GLO,6,SP,SUDESTE,56
GLO,6,SP,NORDESTE,158268
GLO,6,SP,NORDESTE,47840
GLO,6,SP,SUDESTE,2690
GLO,6,SP,NORDESTE,24486
GLO,6,SP,SUDESTE,42282
GLO,6,SP,,1137
GLO,6,SP,,1137
GLO,6,BA,SUDESTE,42024
GLO,6,CE,SUDESTE,26136
GLO,6,PB,CENTRO-OESTE,37686
GLO,6,PB,SUDESTE,54740
GLO,6,PB,SUDESTE,72270
GLO,6,PB,NORDESTE,4434
GLO,6,CE,SUDESTE,64680
GLO,6,PB,SUDESTE,12738
GLO,6,SP,CENTRO-OESTE,15162
GLO,6,SP,SUDESTE,83
GLO,6,SP,SUDESTE,4477
GLO,6,SP,SUDESTE,84
GLO,6,SP,NORDESTE,16038
GLO,6,PR,SUDESTE,1904
GLO,6,PA,CENTRO-OESTE,1175
GLO,6,PA,CENTRO-OESTE,12925
GLO,6,PR,SUDESTE,14125
GLO,6,PR,SUDESTE,2825
GLO,6,MG,SUDESTE,3990
GLO,6,AL,CENTRO-OESTE,46283
GLO,6,AL,SUDESTE,45306
GLO,6,AL,SUDESTE,157440
GLO,6,AL,NORDESTE,461
GLO,6,AL,SUDESTE,19480
GLO,6,AL,NORDESTE,7488
GLO,6,AP,NORTE,8883
GLO,6,AP,CENTRO-OESTE,1804
GLO,6,AP,CENTRO-OESTE,28864
GLO,6,AP,NORTE,0
GLO,6,SC,SUDESTE,708
GLO,6,SC,SUDESTE,708
GLO,6,SC,SUDESTE,11328
GLO,6,SC,SUDESTE,23373
GLO,6,SC,SUDESTE,9936
GLO,6,RS,CENTRO-OESTE,36915
GLO,6,RS,SUDESTE,1362
GLO,6,RS,SUL,89
GLO,6,RS,SUDESTE,20196
GLO,6,RS,SUDESTE,1732
GLO,6,RS,SUDESTE,99590
GLO,6,RS,SUDESTE,42560
GLO,6,RS,SUDESTE,55308
GLO,6,RS,NORDESTE,4630
GLO,6,RS,NORDESTE,4630
GLO,6,RS,,819
GLO,6,TO,CENTRO-OESTE,21148
GLO,6,TO,NORDESTE,6786
GLO,6,PE,SUDESTE,57324
GLO,6,BA,CENTRO-OESTE,947
GLO,6,BA,SUDESTE,2192
GLO,6,BA,SUDESTE,61376
GLO,6,BA,SUDESTE,1054
GLO,6,BA,SUDESTE,33720
GLO,6,RO,CENTRO-OESTE,34362
GLO,6,AC,CENTRO-OESTE,45280
GLO,6,AC,NORTE,10064
GLO,6,AC,NORTE,4608
GLO,6,PE,CENTRO-OESTE,74430
GLO,6,PE,SUDESTE,1608
GLO,6,PE,NORDESTE,1647
GLO,6,PE,NORDESTE,14823
GLO,6,PE,NORDESTE,627
GLO,6,PE,NORDESTE,21318
GLO,6,PE,SUDESTE,104104
GLO,6,PE,SUDESTE,2101
GLO,6,PE,SUDESTE,231110
GLO,6,PE,NORDESTE,0
GLO,6,PE,SUDESTE,4258
GLO,6,PE,SUDESTE,100063
GLO,6,PE,NORDESTE,12331
GLO,6,RJ,CENTRO-OESTE,71456
GLO,6,RJ,SUDESTE,28469
GLO,6,RJ,SUDESTE,4477
GLO,6,RJ,SUL,44800
GLO,6,RJ,SUDESTE,59658
GLO,6,RJ,NORDESTE,48960
GLO,6,RJ,SUDESTE,10032
GLO,6,SP,NORDESTE,1054
GLO,6,RN,CENTRO-OESTE,3542
GLO,6,RN,CENTRO-OESTE,46046
GLO,6,RN,SUDESTE,60175
GLO,6,RN,SUDESTE,192864
GLO,6,RN,SUDESTE,18592
GLO,6,RN,NORDESTE,13728
GLO,6,MT,SUDESTE,6420
GLO,6,MA,CENTRO-OESTE,41337
GLO,6,MA,NORDESTE,10999
GLO,6,MA,SUDESTE,18648
GLO,6,MA,NORDESTE,21104
GLO,6,PA,NORTE,10650
GLO,6,PA,NORTE,10602
GLO,6,SP,CENTRO-OESTE,873
GLO,6,SP,CENTRO-OESTE,68967
GLO,6,SP,SUDESTE,524
GLO,6,SP,SUDESTE,10480
GLO,6,SP,CENTRO-OESTE,3588
GLO,6,SP,SUL,6951
GLO,6,SP,SUL,19032
GLO,6,SP,NORDESTE,33222
GLO,6,SP,SUDESTE,360
GLO,6,SP,CENTRO-OESTE,13974
GLO,6,SP,NORDESTE,23376
GLO,6,SP,SUL,9936
GLO,6,SP,SUL,58660
GLO,6,SP,NORDESTE,33720
GLO,6,SP,NORDESTE,106450
GLO,6,SP,SUDESTE,59292
GLO,6,SP,NORDESTE,18592
GLO,6,SP,SUDESTE,0
GLO,6,SP,NORDESTE,103600
GLO,6,BA,NORDESTE,253
GLO,6,BA,CENTRO-OESTE,65100
GLO,6,BA,SUDESTE,19180
GLO,6,BA,NORDESTE,1016
GLO,6,BA,NORDESTE,32512
GLO,6,BA,SUDESTE,29232
GLO,6,BA,CENTRO-OESTE,22356
GLO,6,BA,SUDESTE,1452
GLO,6,BA,SUDESTE,153912
GLO,6,BA,NORDESTE,4434
GLO,6,BA,SUDESTE,16038
GLO,6,BA,NORDESTE,7488
GLO,6,BA,SUL,2315
GLO,6,BA,SUL,4630
GLO,6,BA,NORTE,6786
GLO,6,BA,NORDESTE,12331
GLO,6,BA,SUDESTE,46512
GLO,6,BA,NORDESTE,13728
GLO,6,BA,NORDESTE,21104
GLO,6,BA,SUDESTE,108040
GLO,6,BA,NORDESTE,2006
GLO,6,BA,SUDESTE,13504
GLO,6,PI,CENTRO-OESTE,17212
GLO,6,PI,SUDESTE,45760
GLO,6,PI,NORDESTE,2006
GLO,6,MG,SUDESTE,2152
GLO,6,BA,SUDESTE,24486
GLO,6,ES,SUDESTE,391
GLO,6,ES,SUDESTE,42282
GLO,6,ES,SUDESTE,10032
GLO,6,ES,NORDESTE,13504
GLO,6,,SUDESTE,1137
GLO,6,,SUDESTE,1137
GLO,6,,SUL,819
GTI,1, FLORIDA,AM,0
GTI,1, FLORIDA,AM,0
GTI,1, FLORIDA,SP,0
GTI,1, FLORIDA,SP,0
GTI,1, FLORIDA,,
GTI,1,AM,,26793
GTI,1,AM,,1787
GTI,1,AM,,0
GTI,1,SP,,0
GTI,1,SP,,0
GTI,1,SP,,12905
GTI,1,SP,,23229
GTI,1,SP,,21135
GTI,1,SP,,4254
GTI,1,SP,,4254
GTI,1,SP,,0
GTI,2, FLORIDA,PA,0
GTI,2, FLORIDA,AM,0
GTI,2, FLORIDA,AM,0
GTI,2, FLORIDA,SP,0
GTI,2, FLORIDA,SP,0
GTI,2, FLORIDA,,
GTI,2, MISSOURI,SP,0
GTI,2, MISSOURI,,
GTI,2,PA,,
GTI,2,PA,SUDESTE,2409
GTI,2,AM,,24732
GTI,2,AM,,1787
GTI,2,SP,,0
GTI,2,SP,,0
GTI,2,SP,,10324
GTI,2,SP,,20648
GTI,2,SP,,8454
GTI,2,SP,,33816
GTI,2,SP,,0
GTI,3, FLORIDA,AM,0
GTI,3, FLORIDA,AM,0
GTI,3, FLORIDA,SP,0
GTI,3, FLORIDA,SP,0
GTI,3, FLORIDA,SP,0
GTI,3, FLORIDA,,
GTI,3, FLORIDA,,
GTI,3, FLORIDA, LIMA METROPOLITAN AREA,
GTI,3,AM,,4122
GTI,3,AM,,18549
GTI,3,AM,,1787
GTI,3,SP,,13070
GTI,3,SP,,0
GTI,3,SP,,0
GTI,3,SP,,12905
GTI,3,SP,,20648
GTI,3,SP,,38043
GTI,3,SP,,0
GTI,3,SP,,0
GTI,4, CALIFORNIA,SP,0
GTI,4, CALIFORNIA,,
GTI,4, FLORIDA,AM,0
GTI,4, FLORIDA,SP,0
GTI,4, FLORIDA,SP,0
GTI,4, FLORIDA,SP,0
GTI,4, FLORIDA,SP,0
GTI,4, FLORIDA,,
GTI,4, FLORIDA,,
GTI,4,AM,,26793
GTI,4,SP,,23526
GTI,4,SP,,2614
GTI,4,SP,,0
GTI,4,SP,,12905
GTI,4,SP,,23229
GTI,4,SP,,33816
GTI,4,SP,,0
GTI,5, CALIFORNIA,SP,0
GTI,5, CALIFORNIA,SP,0
GTI,5, CALIFORNIA,,
GTI,5, FLORIDA,AM,0
GTI,5, FLORIDA,SP,0
GTI,5, FLORIDA,SP,0
GTI,5, FLORIDA,SP,0
GTI,5, FLORIDA,,
GTI,5,AM,,26793
GTI,5,SP,,7842
GTI,5,SP,,33982
GTI,5,SP,,0
GTI,5,SP,,0
GTI,5,SP,,10324
GTI,5,SP,,15486
GTI,5,SP,,12681
GTI,5,SP,,25362
GTI,5,SP,,0
GTI,6, FLORIDA,AM,0
GTI,6, FLORIDA,SP,0
GTI,6, FLORIDA,SP,0
GTI,6, FLORIDA,SP,0
GTI,6, FLORIDA,SP,0
GTI,6, FLORIDA,,
GTI,6, FLORIDA,,
GTI,6, MISSOURI,SP,0
GTI,6, BUENOS AIRES PROVINCE, FLORIDA,
GTI,6, BUENOS AIRES PROVINCE,SP,0
GTI,6,AM,,2205
GTI,6,AM,,24732
GTI,6,SP,,23526
GTI,6,SP,,10456
GTI,6,SP,,0
GTI,6,SP,,0
GTI,6,SP,,10324
GTI,6,SP,,18067
GTI,6,SP,,4227
GTI,6,SP,,25362
GTI,6,SP,,0
IBE,1,,SUDESTE,40735
IBE,1,,SUDESTE,48882
IBE,1,,SUDESTE,92158
IBE,1,,SUDESTE,33512
IBE,1,RJ,,40735
IBE,1,RJ,,65176
IBE,1,SP,,25134
IBE,1,SP,,108914
IBE,2,,SUDESTE,142426
IBE,2,SP,,142426
IBE,3,,SUDESTE,226206
IBE,3,SP,,201072
IBE,3,SP,,8378
IBE,4,,SUDESTE,142426
IBE,4,SP,,134048
IBE,4,SP,,8378
IBE,5,,SUDESTE,259718
IBE,5,SP,,259718
IBE,6,,SUDESTE,259718
IBE,6,SP,,242962
IPM,6,DF,SUDESTE,855
IPM,6,SP,CENTRO-OESTE,855
JAF,2,,SUDESTE,9652
JAF,2,SP,,9652
JAF,3,,SUDESTE,28956
JAF,3,SP,,28956
JAF,4,,SUDESTE,28299
JAF,4,,SUDESTE,28956
JAF,4,RJ,,28299
JAF,4,SP,,28956
JAF,5,,SUDESTE,28956
JAF,5,SP,,28956
JES,5,BA,,0
JES,5, MONTEVIDEO,BA,0
KAL,1, CALIFORNIA,,0
KAL,1, FLORIDA,SP,0
KAL,1, ALASKA, FLORIDA,5782640
KAL,1, ALASKA,SP,
KAL,1,,,
KAL,1,,,0
KAL,1,,SUDESTE,
KAL,1,SP,,
KAL,1,SP,,
KAL,1,SP,,30972
KAL,1,SP,,
KAL,1,,,
KAL,1,,,
KAL,1,,,0
KAL,1, LIMA METROPOLITAN AREA, CALIFORNIA,7461880
KAL,1, LIMA METROPOLITAN AREA,,
KAL,2, CALIFORNIA,,0
KAL,2, FLORIDA,SP,0
KAL,2, ALASKA, FLORIDA,5062110
KAL,2, ALASKA,SP,
KAL,2,,,
KAL,2,,,0
KAL,2,,SUDESTE,
KAL,2,SP,,
KAL,2,SP,,
KAL,2,SP,,25810
KAL,2,SP,,
KAL,2,,,
KAL,2,,,
KAL,2,,,0
KAL,2, LIMA METROPOLITAN AREA, CALIFORNIA,5198460
KAL,2, LIMA METROPOLITAN AREA,,
KAL,3, CALIFORNIA,,0
KAL,3, FLORIDA,SP,0
KAL,3, ALASKA, FLORIDA,6512480
KAL,3, ALASKA,SP,
KAL,3,,,
KAL,3,,,0
KAL,3,,SUDESTE,
KAL,3,SP,,
KAL,3,SP,,
KAL,3,SP,,30972
KAL,3,SP,,
KAL,3,,,
KAL,3,,,
KAL,3,,,0
KAL,3, LIMA METROPOLITAN AREA, CALIFORNIA,6945190
KAL,3, LIMA METROPOLITAN AREA,,
KAL,4, CALIFORNIA,,0
KAL,4, FLORIDA,SP,0
KAL,4, ALASKA, FLORIDA,5800110
KAL,4, ALASKA,SP,
KAL,4,,,
KAL,4,,,0
KAL,4,,SUDESTE,
KAL,4,SP,,
KAL,4,SP,,
KAL,4,SP,,33553
KAL,4,SP,,
KAL,4,,,
KAL,4,,,
KAL,4,,,0
KAL,4, LIMA METROPOLITAN AREA, CALIFORNIA,7464920
KAL,4, LIMA METROPOLITAN AREA,,
KAL,5, CALIFORNIA,,0
KAL,5, FLORIDA,SP,0
KAL,5, ALASKA, FLORIDA,6440280
KAL,5, ALASKA,SP,
KAL,5,,,
KAL,5,,,0
KAL,5,,SUDESTE,
KAL,5,SP,,
KAL,5,SP,,
KAL,5,SP,,36134
KAL,5,SP,,
KAL,5,,,
KAL,5,,,
KAL,5,,,0
KAL,5, LIMA METROPOLITAN AREA, CALIFORNIA,7804180
KAL,5, LIMA METROPOLITAN AREA,,
KAL,6, CALIFORNIA,,0
KAL,6, FLORIDA,SP,0
KAL,6, ALASKA, FLORIDA,6249120
KAL,6, ALASKA,SP,
KAL,6,,,
KAL,6,,,0
KAL,6,,SUDESTE,
KAL,6,SP,,
KAL,6,SP,,
KAL,6,SP,,30972
KAL,6,SP,,
KAL,6,,,
KAL,6,,,
KAL,6,,,0
KAL,6, LIMA METROPOLITAN AREA, CALIFORNIA,5794310
KAL,6, LIMA METROPOLITAN AREA,,
KLM,1, NEAR AMSTERDAM,RJ,0
KLM,1, NEAR AMSTERDAM,SP,0
KLM,1,RJ,,0
KLM,1,SP,,0
KLM,1,SP,,0
KLM,2, NEAR AMSTERDAM,RJ,0
KLM,2, NEAR AMSTERDAM,SP,0
KLM,2,RJ,,0
KLM,2,SP,,0
KLM,3, NEAR AMSTERDAM,RJ,0
KLM,3, NEAR AMSTERDAM,SP,0
KLM,3,RJ,,0
KLM,3,SP,,0
KLM,4, NEAR AMSTERDAM,RJ,0
KLM,4, NEAR AMSTERDAM,SP,0
KLM,4,RJ,,0
KLM,4,SP,,0
KLM,5, NEAR AMSTERDAM,RJ,0
KLM,5, NEAR AMSTERDAM,SP,0
KLM,5,RJ,,0
KLM,5,SP,,0
KLM,6, NEAR AMSTERDAM,RJ,0
