EMPRESA (SIGLA),MES,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIAO),ORDER
AZU,2,SP,CENTRO-OESTE,
AZU,2,SP,SUDESTE,449
AZU,2,SP,SUDESTE,22899
AZU,2,SP,CENTRO-OESTE,1610
AZU,2,SP,CENTRO-OESTE,28175
AZU,2,SP,NORTE,18340
AZU,2,SP,NORTE,159820
AZU,2,SP,SUL,799
AZU,2,SP,SUL,22372
AZU,2,SP,SUL,57566
AZU,2,SP,NORDESTE,11650
AZU,2,SP,NORDESTE,81550
AZU,2,SP,SUDESTE,2388
AZU,2,SP,SUDESTE,2786
AZU,2,SP,SUDESTE,44178
AZU,2,SP,CENTRO-OESTE,2226
AZU,2,SP,CENTRO-OESTE,72716
AZU,2,SP,SUDESTE,249
AZU,2,SP,SUL,2590
AZU,2,SP,NORDESTE,1247
AZU,2,SP,NORDESTE,3888
AZU,2,SP,SUL,15816
AZU,2,SP,NORDESTE,2351
AZU,2,SP,NORDESTE,2193
AZU,2,SP,NORDESTE,3894
AZU,2,SP,NORDESTE,9735
AZU,2,SP,SUL,27255
AZU,2,SP,SUL,34935
AZU,2,SP,SUL,501
AZU,2,SP,SUL,39579
AZU,2,SP,SUDESTE,
AZU,2,SP,SUDESTE,1204
AZU,2,SP,NORDESTE,7704
AZU,2,SP,NORDESTE,53928
AZU,2,SP,SUL,47071
AZU,2,SP,SUL,874
AZU,2,SP,SUL,1748
AZU,2,SP,SUL,188784
AZU,2,SP,NORDESTE,11555
AZU,2,SP,SUL,39050
AZU,2,SP,SUL,6630
AZU,2,SP,NORTE,
AZU,2,SP,NORDESTE,5010
AZU,2,SP,NORDESTE,5575
AZU,2,SP,NORDESTE,13380
AZU,2,SP,CENTRO-OESTE,1067
AZU,2,SP,CENTRO-OESTE,19206
AZU,2,SP,NORDESTE,2106
AZU,2,SP,NORDESTE,10530
AZU,2,SP,NORDESTE,349596
AZU,2,SP,SUDESTE,814
AZU,2,SP,SUDESTE,814
AZU,2,SP,SUDESTE,100529
AZU,2,SP,SUDESTE,436
AZU,2,SP,SUDESTE,22672
AZU,2,SP,NORDESTE,18360
AZU,2,SP,NORDESTE,18360
AZU,2,SP,NORDESTE,4584
AZU,2,SP,NORTE,
AZU,2,SP,SUDESTE,168
AZU,2,SP,SUDESTE,34138
AZU,2,SP,NORDESTE,1458
AZU,2,SP,NORDESTE,10206
AZU,2,SP,NORDESTE,182250
AZU,2,SP,NORDESTE,1205
AZU,2,SP,NORDESTE,4096
AZU,2,SP,NORDESTE,53248
AZU,2,SP,CENTRO-OESTE,12236
AZU,2,SP,SUDESTE,944
AZU,2,SP,SUDESTE,35872
AZU,2,SP,SUDESTE,371
AZU,2,SP,NORDESTE,26712
AZU,2,SP,SUDESTE,770
AZU,2,SP,SUDESTE,2310
AZU,2,SP,SUDESTE,56980
AZU,2,SP,SUDESTE,19800
AZU,2,SP,,6597
AZU,2,SP,CENTRO-OESTE,15378
AZU,2,SP,CENTRO-OESTE,33572
AZU,2,BA,NORDESTE,
AZU,2,BA,NORDESTE,2592
AZU,2,SC,SUL,4914
AZU,2,PR,CENTRO-OESTE,968
AZU,2,PR,SUL,315
AZU,2,PR,SUL,22680
AZU,2,PR,CENTRO-OESTE,2002
AZU,2,PR,CENTRO-OESTE,25025
AZU,2,PR,SUDESTE,34524
AZU,2,PA,NORTE,22899
AZU,2,PA,NORTE,127
AZU,2,RJ,SUDESTE,1445
AZU,2,RJ,SUDESTE,2576
AZU,2,PR,CENTRO-OESTE,866
AZU,2,PR,SUL,27525
AZU,2,PR,CENTRO-OESTE,1942
AZU,2,PR,SUDESTE,39579
AZU,2,MG,SUDESTE,325
AZU,2,MG,SUDESTE,30875
AZU,2,MG,SUDESTE,781
AZU,2,MG,NORDESTE,2530
AZU,2,MG,NORDESTE,450
AZU,2,SP,SUDESTE,1246
AZU,2,SP,SUDESTE,602
AZU,2,SP,SUDESTE,301
AZU,2,SP,SUDESTE,6622
AZU,2,AL,SUDESTE,4281
AZU,2,AL,SUDESTE,15697
AZU,2,AL,CENTRO-OESTE,1655
AZU,2,AL,SUDESTE,9600
AZU,2,AL,SUDESTE,7680
AZU,2,AL,SUDESTE,7704
AZU,2,AL,SUDESTE,53928
AZU,2,AL,NORDESTE,1810
AZU,2,AL,NORDESTE,20634
AZU,2,AL,SUDESTE,9105
AZU,2,AL,NORDESTE,11232
AZU,2,AL,SUDESTE,1697
AZU,2,AP,NORTE,16779
AZU,2,AP,SUDESTE,
AZU,2,AP,NORDESTE,10035
AZU,2,RN,NORDESTE,11421
AZU,2,SC,SUL,159
AZU,2,SC,SUL,599
AZU,2,SC,SUDESTE,708
AZU,2,SC,SUDESTE,441
AZU,2,SC,SUDESTE,21609
AZU,2,SC,SUDESTE,914
AZU,2,SC,SUDESTE,914
AZU,2,SC,SUDESTE,45243
AZU,2,SC,SUL,1700
AZU,2,SC,SUL,21250
AZU,2,SC,SUDESTE,5664
AZU,2,SC,SUDESTE,708
AZU,2,RS,SUL,5568
AZU,2,RS,SUL,1202
AZU,2,RS,SUDESTE,64014
AZU,2,RS,CENTRO-OESTE,
AZU,2,RS,SUL,64080
AZU,2,RS,CENTRO-OESTE,5019
AZU,2,RS,CENTRO-OESTE,
AZU,2,RS,SUL,15262
AZU,2,RS,SUL,363
AZU,2,RS,SUL,27951
AZU,2,RS,SUDESTE,1122
AZU,2,RS,SUDESTE,8976
AZU,2,RS,SUDESTE,155880
AZU,2,RS,SUDESTE,874
AZU,2,RS,SUDESTE,874
AZU,2,RS,SUDESTE,187910
AZU,2,RS,SUL,1275
AZU,2,RS,SUL,21675
AZU,2,RS,SUL,5568
AZU,2,RS,SUL,5746
AZU,2,RS,SUDESTE,68320
AZU,2,RS,SUDESTE,918
AZU,2,RS,SUL,6125
AZU,2,RS,SUL,9056
AZU,2,RS,,23394
AZU,2,RS,,100042
AZU,2,PI,SUDESTE,
AZU,2,PI,NORDESTE,1350
AZU,2,RS,SUL,752
AZU,2,RS,SUDESTE,39050
AZU,2,RS,SUL,225
AZU,2,PR,SUDESTE,6630
AZU,2,TO,SUDESTE,
AZU,2,TO,CENTRO-OESTE,36261
AZU,2,TO,SUDESTE,
AZU,2,TO,NORDESTE,1494
AZU,2,TO,NORDESTE,7470
AZU,2,TO,SUDESTE,1508
AZU,2,RS,SUL,5746
AZU,2,PE,SUDESTE,3340
AZU,2,PE,SUDESTE,5010
AZU,2,PE,NORDESTE,1905
AZU,2,PE,NORDESTE,28575
AZU,2,PE,NORDESTE,11575
AZU,2,PR,SUL,7560
AZU,2,BA,SUDESTE,2452
AZU,2,BA,SUDESTE,1226
AZU,2,BA,SUDESTE,627
AZU,2,BA,SUDESTE,5016
AZU,2,BA,SUDESTE,38874
AZU,2,BA,SUL,7275
AZU,2,BA,CENTRO-OESTE,1823
AZU,2,BA,SUDESTE,8658
AZU,2,BA,NORDESTE,
AZU,2,BA,CENTRO-OESTE,4324
AZU,2,BA,CENTRO-OESTE,6486
AZU,2,BA,SUDESTE,17536
AZU,2,BA,SUDESTE,4384
AZU,2,BA,SUDESTE,4460
AZU,2,BA,SUDESTE,13380
AZU,2,BA,SUDESTE,2530
AZU,2,BA,NORDESTE,
AZU,2,BA,SUDESTE,3348
AZU,2,BA,SUDESTE,3348
AZU,2,BA,SUDESTE,2108
AZU,2,BA,SUDESTE,6324
AZU,2,BA,SUDESTE,3372
AZU,2,BA,SUDESTE,4496
AZU,2,BA,SUDESTE,2384
AZU,2,BA,SUDESTE,11920
AZU,2,BA,NORDESTE,802
AZU,2,BA,NORDESTE,20451
AZU,2,BA,SUDESTE,11066
AZU,2,BA,SUDESTE,444
AZU,2,RO,SUDESTE,68992
AZU,2,RO,CENTRO-OESTE,2290
AZU,2,RO,CENTRO-OESTE,30915
AZU,2,RO,NORTE,1522
AZU,2,RO,NORTE,24352
AZU,2,RO,SUDESTE,
AZU,2,MT,SUDESTE,2134
AZU,2,MT,SUDESTE,20273
AZU,2,PE,,411095
AZU,2,PE,,416365
AZU,2,PE,,71473
AZU,2,PE,,72852
AZU,2,PE,,73512
AZU,2,PE,NORDESTE,792
AZU,2,PE,NORDESTE,39600
AZU,2,PE,NORTE,1678
AZU,2,PE,NORTE,82222
AZU,2,PE,CENTRO-OESTE,1654
AZU,2,PE,CENTRO-OESTE,157130
AZU,2,PE,SUDESTE,35376
AZU,2,PE,SUDESTE,144720
AZU,2,PE,CENTRO-OESTE,2451
AZU,2,PE,CENTRO-OESTE,22059
AZU,2,PE,NORTE,8511
AZU,2,PE,NORTE,70925
AZU,2,PE,NORDESTE,3145
AZU,2,PE,NORDESTE,1098
AZU,2,PE,NORDESTE,43371
AZU,2,PE,NORDESTE,13167
AZU,2,PE,NORDESTE,88407
AZU,2,PE,SUDESTE,14872
AZU,2,PE,SUDESTE,135707
AZU,2,PE,CENTRO-OESTE,3634
AZU,2,PE,CENTRO-OESTE,9085
AZU,2,PE,SUDESTE,2101
AZU,2,PE,SUDESTE,12606
AZU,2,PE,SUDESTE,342463
AZU,2,PE,NORDESTE,109
AZU,2,PE,NORDESTE,218
AZU,2,PE,NORDESTE,11009
AZU,2,PE,NORDESTE,490
AZU,2,PE,NORDESTE,14700
AZU,2,PE,NORDESTE,572
AZU,2,PE,NORDESTE,6721
AZU,2,PE,SUDESTE,8424
AZU,2,PE,SUDESTE,343278
AZU,2,PE,NORDESTE,
AZU,2,PE,NORDESTE,1629
AZU,2,PE,NORDESTE,20815
AZU,2,PE,NORTE,10035
AZU,2,PE,NORDESTE,5922
AZU,2,PE,SUL,
AZU,2,PE,NORTE,7470
AZU,2,PE,NORDESTE,1905
AZU,2,PE,NORDESTE,29210
AZU,2,PE,SUDESTE,11994
AZU,2,PE,NORDESTE,267
AZU,2,PE,NORDESTE,6141
AZU,2,PE,NORDESTE,26166
AZU,2,PE,NORDESTE,2402
AZU,2,PE,NORDESTE,649
AZU,2,PE,NORDESTE,1947
AZU,2,PE,NORDESTE,104489
AZU,2,PE,NORDESTE,4685
AZU,2,PE,NORDESTE,26236
AZU,2,PE,NORDESTE,4716
AZU,2,PE,SUDESTE,1869
AZU,2,PE,SUDESTE,1876
AZU,2,PE,SUDESTE,39636
AZU,2,PE,NORDESTE,6604
AZU,2,RJ,CENTRO-OESTE,65888
AZU,2,RJ,SUDESTE,59625
AZU,2,RJ,SUL,46644
AZU,2,RJ,CENTRO-OESTE,
AZU,2,RJ,SUL,5299
AZU,2,RJ,CENTRO-OESTE,40549
AZU,2,RJ,SUDESTE,686
AZU,2,RJ,SUDESTE,18179
AZU,2,RJ,NORDESTE,3996
AZU,2,RJ,SUDESTE,2035
AZU,2,RJ,SUDESTE,407
AZU,2,RJ,SUDESTE,101750
AZU,2,RJ,SUDESTE,693
AZU,2,RJ,SUL,5664
AZU,2,RJ,SUL,708
AZU,2,RJ,SUL,69440
AZU,2,RJ,NORTE,
AZU,2,RJ,NORDESTE,3348
AZU,2,RJ,NORDESTE,3348
AZU,2,RJ,SUDESTE,279
AZU,2,RJ,SUDESTE,120780
AZU,2,RJ,SUDESTE,685
AZU,2,SP,SUDESTE,423
AZU,2,SP,SUDESTE,431
AZU,2,SP,SUDESTE,18102
AZU,2,SP,SUL,11198
AZU,2,SP,SUDESTE,2008
AZU,2,SP,SUDESTE,12048
AZU,2,SP,SUDESTE,578
AZU,2,SP,SUDESTE,17051
AZU,2,SP,SUDESTE,1090
AZU,2,SP,SUDESTE,22672
AZU,2,SP,NORDESTE,10926
AZU,2,SP,NORDESTE,2108
AZU,2,SP,NORDESTE,5270
AZU,2,SP,NORDESTE,9995
AZU,2,SP,NORDESTE,2170
AZU,2,RN,SUDESTE,1800
AZU,2,RN,SUDESTE,19800
AZU,2,RN,NORDESTE,2723
AZU,2,RN,NORDESTE,415
AZU,2,RN,CENTRO-OESTE,1933
AZU,2,RN,SUDESTE,2296
AZU,2,RN,SUDESTE,16065
AZU,2,RN,SUDESTE,20655
AZU,2,RN,NORDESTE,6141
AZU,2,RN,NORDESTE,26166
AZU,2,RN,SUDESTE,2170
AZU,2,RN,SUDESTE,2017
AZU,2,SP,SUDESTE,11596
AZU,2,SP,SUL,918
AZU,2,SP,SUDESTE,91
AZU,2,MA,NORTE,490
AZU,2,MA,NORTE,15190
AZU,2,MA,SUDESTE,49270
AZU,2,MA,NORDESTE,485
AZU,2,MA,SUDESTE,4584
AZU,2,MA,NORDESTE,1201
AZU,2,MA,NORDESTE,32427
AZU,2,MA,NORDESTE,8559
AZU,2,RS,SUL,245
AZU,2,RS,SUL,5880
AZU,2,PA,NORTE,51830
AZU,2,PA,NORTE,589
AZU,2,PA,NORTE,13547
AZU,2,PA,SUDESTE,
AZU,2,PA,NORDESTE,1172
AZU,2,MT,CENTRO-OESTE,7854
AZU,2,SP,SUDESTE,524
AZU,2,SP,SUDESTE,524
AZU,2,SP,SUDESTE,79124
AZU,2,SP,SUDESTE,5040
AZU,2,SP,NORDESTE,3372
AZU,2,SP,NORDESTE,5620
AZU,2,SP,SUDESTE,121146
AZU,2,SP,CENTRO-OESTE,1098
AZU,2,SP,CENTRO-OESTE,22800
AZU,2,SP,SUDESTE,338
AZU,2,SP,SUDESTE,34138
AZU,2,SP,NORDESTE,2384
AZU,2,SP,NORDESTE,11920
AZU,2,SP,SUDESTE,421
AZU,2,BA,NORDESTE,253
AZU,2,BA,NORDESTE,253
AZU,2,BA,SUDESTE,978
AZU,2,BA,CENTRO-OESTE,2170
AZU,2,BA,SUDESTE,3836
AZU,2,BA,SUDESTE,112203
AZU,2,BA,CENTRO-OESTE,3882
AZU,2,BA,NORDESTE,1016
AZU,2,BA,NORDESTE,
AZU,2,BA,CENTRO-OESTE,4968
AZU,2,BA,CENTRO-OESTE,2484
AZU,2,BA,SUDESTE,1452
AZU,2,BA,SUDESTE,5808
AZU,2,BA,SUDESTE,164076
AZU,2,BA,NORDESTE,11250
AZU,2,BA,SUDESTE,1458
AZU,2,BA,SUDESTE,11664
AZU,2,BA,SUDESTE,163296
AZU,2,BA,NORDESTE,2592
AZU,2,BA,NORDESTE,10764
AZU,2,BA,NORDESTE,12038
AZU,2,BA,NORDESTE,1203
AZU,2,BA,NORDESTE,20451
AZU,2,BA,NORDESTE,1298
AZU,2,BA,NORDESTE,114873
AZU,2,BA,NORDESTE,714
AZU,2,BA,NORDESTE,17493
AZU,2,BA,SUDESTE,3376
AZU,2,BA,NORDESTE,3731
AZU,2,PR,SUL,8370
AZU,2,PI,NORTE,
AZU,2,PI,SUDESTE,4096
AZU,2,PI,SUDESTE,67584
AZU,2,PI,NORDESTE,4685
AZU,2,PI,NORDESTE,27173
AZU,2,PI,NORDESTE,8559
AZU,2,AM,NORTE,8320
AZU,2,MS,SUDESTE,12236
AZU,2,AM,NORTE,26520
AZU,2,BA,NORDESTE,4716
AZU,2,RS,SUL,9056
AZU,2,MG,SUDESTE,454
AZU,2,MG,SUDESTE,1362
AZU,2,MG,SUDESTE,46308
AZU,2,MG,SUDESTE,2031
AZU,2,MG,SUDESTE,944
AZU,2,MG,SUDESTE,35872
AZU,2,MG,NORDESTE,1697
AZU,2,MG,NORDESTE,11066
AZU,2,MG,NORDESTE,1869
AZU,2,MG,NORDESTE,2017
AZU,2,MG,SUDESTE,856
AZU,2,MG,SUDESTE,17138
AZU,2,BA,SUDESTE,9872
AZU,2,BA,SUDESTE,27825
AZU,2,BA,NORDESTE,714
AZU,2,BA,NORDESTE,17493
AZU,2,MG,SUDESTE,2421
AZU,2,RO,CENTRO-OESTE,540
AZU,2,RO,CENTRO-OESTE,15120
AZU,2,ES,SUDESTE,391
AZU,2,ES,SUDESTE,49266
AZU,2,ES,SUDESTE,729
AZU,2,ES,SUDESTE,34263
AZU,2,ES,SUDESTE,2310
AZU,2,ES,SUDESTE,56210
AZU,2,ES,NORDESTE,444
AZU,2,ES,NORDESTE,1468
AZU,2,ES,NORDESTE,38168
AZU,2,ES,SUDESTE,785
AZU,2,ES,NORDESTE,2532
AZU,2,MG,SUDESTE,20240
AZU,2,CE,NORDESTE,1105
AZU,2,CE,NORDESTE,
AZU,2,BA,SUDESTE,17766
AZU,2,MG,SUDESTE,285
AZU,2,BA,SUDESTE,520
AZU,2,BA,SUDESTE,1530
AZU,2,BA,SUDESTE,10200
AZU,2,BA,NORDESTE,3731
AZU,2,BA,SUDESTE,4405
AZU,2,,NORTE,4070
AZU,2,,NORDESTE,7236
AZU,2,RO,CENTRO-OESTE,16997
AZU,2,RO,SUDESTE,1985
AZU,2, MALDONADO,SP,5832
AZU,2, MALDONADO,RS,19284
AZU,2, MONTEVIDEO,SC,4290
AZU,2, MONTEVIDEO,RS,86695
AZU,2,GO,SUDESTE,15378
AZU,2,MT,CENTRO-OESTE,21996
AZU,2,MT,SUDESTE,32046
AZU,3, FLORIDA,PA,113374
AZU,3, FLORIDA,MG,326912
AZU,3, FLORIDA,SP,1143990
AZU,3, FLORIDA,PE,106095
AZU,3, FLORIDA,MG,224657
AZU,3, FLORIDA,SP,1445020
AZU,3, FLORIDA,PE,109599
AZU,3,,SUDESTE,49026
AZU,3,,SUDESTE,229912
AZU,3, CÓRDOBA PROVINCE,PE,26935
AZU,3, BUENOS AIRES PROVINCE,RJ,7664
AZU,3, BUENOS AIRES PROVINCE,MG,62423
AZU,3, BUENOS AIRES PROVINCE,SP,75658
AZU,3, BUENOS AIRES PROVINCE,SP,249745
AZU,3, BUENOS AIRES PROVINCE,PE,145991
AZU,3, RÍO NEGRO PROVINCE,SP,29786
AZU,3,SP,SUDESTE,6644
AZU,3,SP,SUDESTE,4620
AZU,3,SP,SUDESTE,3115
AZU,3,SP,SUDESTE,2197
AZU,3,SE,NORDESTE,396
AZU,3,SE,NORDESTE,29700
AZU,3,SE,NORDESTE,4554
AZU,3,MT,CENTRO-OESTE,14146
AZU,3,SP,SUDESTE,21835
AZU,3,MG,SUDESTE,1884
AZU,3,PA,,123241
AZU,3,PA,SUDESTE,100176
AZU,3,PA,NORTE,8280
AZU,3,PA,NORTE,28578
AZU,3,PA,NORDESTE,23856
AZU,3,PA,SUDESTE,46759
AZU,3,PA,NORTE,10296
AZU,3,PA,SUDESTE,57816
AZU,3,PA,NORTE,14817
AZU,3,PA,NORTE,13489
AZU,3,PA,NORDESTE,
AZU,3,PA,NORDESTE,67120
AZU,3,PA,NORDESTE,490
AZU,3,PA,NORDESTE,11760
AZU,3,PA,NORTE,710
AZU,3,PA,NORTE,36920
AZU,3,PA,NORDESTE,
AZU,3,PA,,814
AZU,3,DF,SUDESTE,54963
AZU,3,DF,CENTRO-OESTE,19294
AZU,3,DF,SUDESTE,914
AZU,3,DF,CENTRO-OESTE,163
AZU,3,DF,SUDESTE,31635
AZU,3,DF,SUDESTE,94164
AZU,3,DF,NORDESTE,127358
AZU,3,DF,SUDESTE,42688
AZU,3,RR,NORTE,15134
AZU,3,RR,SUDESTE,
AZU,3,MT,CENTRO-OESTE,3600
AZU,3,PR,SUL,21511
AZU,3,PR,SUL,575
AZU,3,PR,SUDESTE,23940
AZU,3,RJ,,8198
AZU,3,RJ,SUDESTE,3744
AZU,3,MG,,360008
AZU,3,MG,,309966
AZU,3,MG,,61809
AZU,3,MG,SUDESTE,
AZU,3,MG,NORTE,96002
AZU,3,MG,CENTRO-OESTE,53781
AZU,3,MG,SUDESTE,3744
AZU,3,MG,CENTRO-OESTE,20178
AZU,3,MG,NORTE,32740
AZU,3,MG,CENTRO-OESTE,4256
AZU,3,MG,SUL,17787
AZU,3,MG,CENTRO-OESTE,32640
AZU,3,MG,SUL,18162
AZU,3,MG,NORDESTE,39018
AZU,3,MG,SUDESTE,8688
AZU,3,MG,CENTRO-OESTE,45290
AZU,3,MG,SUDESTE,497
AZU,3,MG,SUDESTE,61131
AZU,3,MG,SUDESTE,4480
AZU,3,MG,NORDESTE,14980
AZU,3,MG,SUDESTE,11388
AZU,3,MG,NORDESTE,17100
AZU,3,MG,SUDESTE,499
AZU,3,MG,SUDESTE,93313
AZU,3,MG,SUDESTE,24375
AZU,3,MG,NORDESTE,7135
AZU,3,MG,NORTE,
AZU,3,MG,SUL,59928
AZU,3,MG,NORDESTE,29469
AZU,3,MG,NORTE,2464
AZU,3,MG,NORDESTE,127032
AZU,3,MG,SUDESTE,47250
AZU,3,MG,SUDESTE,14654
AZU,3,MG,NORDESTE,9000
AZU,3,MG,SUDESTE,9366
AZU,3,MG,NORDESTE,39795
AZU,3,MG,SUDESTE,55544
AZU,3,MG,NORDESTE,2877
AZU,3,MG,NORDESTE,67130
AZU,3,MG,NORDESTE,1624
AZU,3,MG,SUDESTE,37228
AZU,3,MG,SUDESTE,15048
AZU,3,MG,NORDESTE,8021
AZU,3,MG,SUDESTE,1883
AZU,3,MG,SUDESTE,391
AZU,3,MG,SUDESTE,37927
AZU,3,MG,NORDESTE,15228
AZU,3,MG,NORDESTE,8160
AZU,3,MG,NORDESTE,2643
AZU,3,MS,SUDESTE,20178
AZU,3,MS,SUL,13515
AZU,3,MS,CENTRO-OESTE,18938
AZU,3,MS,SUDESTE,56304
AZU,3,MS,SUL,
AZU,3,SC,SUL,15580
AZU,3,SC,SUDESTE,
AZU,3,SC,SUDESTE,721
AZU,3,SC,SUDESTE,31003
AZU,3,PA,NORTE,8280
AZU,3,PA,SUDESTE,32740
AZU,3,GO,SUDESTE,4256
AZU,3,GO,SUDESTE,4249
AZU,3,RJ,SUDESTE,3525
AZU,3,RJ,SUDESTE,1105
AZU,3,MS,CENTRO-OESTE,3348
AZU,3,MS,SUDESTE,
AZU,3,PR,SUL,22389
AZU,3,PR,SUDESTE,17787
AZU,3,PR,CENTRO-OESTE,13515
AZU,3,PR,CENTRO-OESTE,1314
AZU,3,PR,CENTRO-OESTE,
AZU,3,PR,SUL,28249
AZU,3,PR,SUDESTE,359
AZU,3,PR,SUDESTE,33028
AZU,3,PR,SUDESTE,698
AZU,3,PR,SUDESTE,56189
AZU,3,PR,SUL,3276
AZU,3,PR,SUL,17010
AZU,3,PR,SUL,18717
AZU,3,PR,SUL,50196
AZU,3,PR,SUL,6120
AZU,3,PR,NORDESTE,4365
AZU,3,PR,SUDESTE,37856
AZU,3,PR,SUDESTE,5599
AZU,3,PR,SUL,6045
AZU,3,RS,SUDESTE,14364
AZU,3,MT,CENTRO-OESTE,14146
AZU,3,MT,CENTRO-OESTE,19294
AZU,3,MT,CENTRO-OESTE,3600
AZU,3,MT,SUDESTE,32640
AZU,3,MT,CENTRO-OESTE,18381
AZU,3,MT,SUL,
AZU,3,MT,SUDESTE,
AZU,3,MT,CENTRO-OESTE,13410
AZU,3,MT,SUDESTE,118370
AZU,3,MT,NORTE,17157
AZU,3,MT,SUDESTE,4988
AZU,3,MT,SUDESTE,112230
AZU,3,MT,SUL,22022
AZU,3,MT,SUL,13384
AZU,3,MT,NORTE,34350
AZU,3,MT,NORDESTE,14706
AZU,3,MT,SUDESTE,
AZU,3,MT,CENTRO-OESTE,5712
AZU,3,MT,SUDESTE,19152
AZU,3,MT,NORTE,540
AZU,3,MT,NORTE,10800
AZU,3,MT,NORTE,15519
AZU,3,MT,CENTRO-OESTE,16497
AZU,3,MS,SUDESTE,12727
AZU,3,SP,SUDESTE,18409
AZU,3,SP,NORDESTE,4329
AZU,3,MS,SUDESTE,22540
AZU,3,AM,NORTE,27279
AZU,3,AM,NORTE,15134
AZU,3,AM,SUDESTE,
AZU,3,AM,CENTRO-OESTE,1467
AZU,3,AM,SUDESTE,51243
AZU,3,AM,SUDESTE,7860
AZU,3,AM,SUDESTE,120520
AZU,3,AM,NORTE,1056
AZU,3,AM,NORTE,1522
AZU,3,AM,NORTE,37289
AZU,3,AM,NORDESTE,70925
AZU,3,AM,NORTE,13547
AZU,3,AM,NORTE,520
AZU,3,AM,NORTE,8320
AZU,3,AM,NORTE,1105
AZU,3,AM,NORTE,23205
AZU,3,BA,NORDESTE,
AZU,3,BA,NORDESTE,303
AZU,3,PR,SUL,28249
AZU,3,PR,SUL,633
AZU,3,PR,SUDESTE,29575
AZU,3,PR,SUDESTE,799
AZU,3,PR,SUDESTE,17578
AZU,3,PR,SUL,11740
AZU,3,SC,,5681
AZU,3,SC,SUDESTE,18162
AZU,3,SC,SUL,15990
AZU,3,SC,SUL,246
AZU,3,SC,SUDESTE,27810
AZU,3,SC,SUDESTE,538
AZU,3,SC,SUDESTE,46806
AZU,3,SC,SUL,363
AZU,3,SC,SUL,19239
AZU,3,PE,NORDESTE,4392
AZU,3,PE,NORDESTE,30195
AZU,3,PE,NORDESTE,2334
AZU,3,CE,NORTE,23856
AZU,3,CE,SUDESTE,39018
AZU,3,CE,SUDESTE,
AZU,3,CE,SUDESTE,140820
AZU,3,CE,SUDESTE,11650
AZU,3,CE,SUDESTE,58250
AZU,3,CE,NORDESTE,1881
AZU,3,CE,NORDESTE,55176
AZU,3,CE,,5427
AZU,3,RJ,SUDESTE,724
AZU,3,RJ,SUDESTE,8326
AZU,3,RJ,SUDESTE,3290
AZU,3,RJ,SUL,673
AZU,3,RJ,SUDESTE,398
AZU,3,RJ,SUDESTE,27064
AZU,3,RJ,SUDESTE,2415
AZU,3,RJ,SUL,2244
AZU,3,RJ,NORDESTE,91091
AZU,3,RJ,SUDESTE,502
AZU,3,RJ,SUDESTE,9036
AZU,3,RJ,SUDESTE,720
AZU,3,GO,SUDESTE,45290
AZU,3,GO,CENTRO-OESTE,14155
AZU,3,GO,SUDESTE,1856
AZU,3,GO,SUDESTE,47731
AZU,3,GO,SUDESTE,742
AZU,3,GO,SUDESTE,61586
AZU,3,GO,NORTE,30573
AZU,3,GO,NORDESTE,3243
AZU,3,GO,NORDESTE,5451
AZU,3,GO,SUDESTE,32062
AZU,3,SP,SUDESTE,6644
AZU,3,SP,NORDESTE,1705
AZU,3,SP,NORTE,44298
AZU,3,SP,CENTRO-OESTE,32490
AZU,3,SP,SUDESTE,497
AZU,3,SP,SUDESTE,60634
AZU,3,SP,SUL,
AZU,3,SP,SUL,359
AZU,3,SP,SUL,34105
AZU,3,SP,CENTRO-OESTE,118370
AZU,3,SP,NORTE,48546
AZU,3,SP,SUL,29575
AZU,3,SP,SUL,28325
AZU,3,SP,NORDESTE,2347
AZU,3,SP,NORDESTE,136126
AZU,3,SP,SUDESTE,337
AZU,3,SP,CENTRO-OESTE,46922
AZU,3,SP,NORDESTE,33320
AZU,3,SP,NORDESTE,5760
AZU,3,SP,SUL,15876
AZU,3,SP,SUL,106518
AZU,3,SP,NORDESTE,1686
AZU,3,SP,NORDESTE,1096
AZU,3,SP,NORDESTE,4384
AZU,3,SP,NORDESTE,14707
AZU,3,SP,NORDESTE,258423
AZU,3,SP,SUDESTE,12691
AZU,3,SP,SUDESTE,10982
AZU,3,SP,NORDESTE,1452
AZU,3,SP,NORDESTE,104544
AZU,3,SP,SUDESTE,26973
AZU,3,PR,SUDESTE,1554
AZU,3,MG,SUDESTE,4480
AZU,3,PA,NORTE,10296
AZU,3,BA,SUDESTE,749
AZU,3,BA,SUDESTE,17227
AZU,3,BA,NORDESTE,225
AZU,3,BA,NORDESTE,8550
AZU,3,MG,SUDESTE,11388
AZU,3,MA,NORTE,475
AZU,3,MA,NORDESTE,
AZU,3,MA,NORDESTE,10185
AZU,3,SC,SUDESTE,11862
AZU,3,CE,SUDESTE,17100
AZU,3,RO,CENTRO-OESTE,17157
AZU,3,PB,NORDESTE,8393
AZU,3,CE,SUDESTE,35280
AZU,3,CE,SUDESTE,9735
AZU,3,CE,NORDESTE,278
AZU,3,CE,NORDESTE,490
AZU,3,CE,NORDESTE,12250
AZU,3,SC,SUL,86
AZU,3,SC,SUDESTE,21330
AZU,3,PB,NORDESTE,4576
AZU,3,SP,,1067400
AZU,3,SP,,1510680
AZU,3,SP,,49026
AZU,3,SP,,214056
